アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,60,35.9%,安打,33,50.8%
フライ,46,27.5%,四死球,28,43.1%
空三振,33,19.8%,失策出塁,3,4.6%
見三振,14,8.4%,野選,1,1.5%
犠打,14,8.4%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
