打率.176,試合111,打席231,打数188,得点14,安打33,内安1,内安率3.0,２Ｂ7,３Ｂ2,本塁1,HR勝敗1-0-0,塁打47,打点12,三振47
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
23,0,5,14,1,0,0,-,0,6,6,.182,.281,.250,.531
