球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
京セラD大阪,.294,57,187,177,13,52,10,1,2,70,11,26,4,0,3,2,1,1,0,2,.319,.395,0.714
みずほPayPay,.161,11,35,31,3,5,0,0,1,8,3,4,3,0,0,1,0,0,0,0,.235,.258,0.493
エスコンＦ,.267,12,37,30,5,8,1,0,1,12,5,7,5,0,0,2,0,0,0,1,.371,.400,0.771
ZOZOマリン,.343,11,38,35,2,12,0,1,0,14,3,7,1,0,1,1,0,0,0,2,.378,.400,0.778
楽天モバイル,.268,12,45,41,3,11,2,0,1,16,4,5,1,0,2,1,0,0,0,1,.318,.390,0.708
ベルーナドーム,.182,8,24,22,1,4,1,0,1,8,3,4,1,0,1,0,0,0,0,0,.250,.364,0.614
Pa その他,.067,5,16,15,1,1,0,0,0,1,0,5,0,0,0,1,0,0,0,0,.067,.067,0.133
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
甲子園,.250,2,4,4,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,.250,.250,0.5
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,.625,2,9,8,2,5,1,0,0,6,1,1,1,0,0,0,0,0,0,0,.667,.750,1.417
バンテリンドーム,.200,1,5,5,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,.200,.400,0.6
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
