条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.419,68,62,26,6,0,1,0,0,3,3,0,0.446
1-0より,0.379,31,29,11,3,0,3,0,0,0,2,0,0.379
2-0より,0.0,6,6,0,0,0,0,0,0,0,0,0,0.0
3-0より,0.0,5,1,0,0,0,0,0,4,0,0,0,0.8
0-1より,0.432,37,37,16,4,1,0,0,0,0,0,0,0.432
1-1より,0.289,43,38,11,0,0,0,0,0,2,3,0,0.325
2-1より,0.5,22,22,11,1,0,1,0,0,0,0,0,0.5
3-1より,0.2,15,10,2,0,0,0,0,5,0,0,0,0.467
0-2より,0.229,35,35,8,1,1,0,13,0,0,0,0,0.229
1-2より,0.13,55,54,7,1,0,1,27,0,1,0,0,0.145
2-2より,0.089,47,45,4,0,0,0,15,0,1,0,1,0.106
3-2より,0.138,36,29,4,0,0,0,6,7,0,0,0,0.306
