打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,93,23,0.247,0,9,5,2,0,0.286
2打席目,93,29,0.312,3,11,6,1,0,0.354
3打席目,87,24,0.276,1,20,7,2,0,0.33
4打席目,61,17,0.279,2,13,3,3,1,0.308
5打席目以上,14,2,0.143,0,3,1,0,0,0.2
