打率.272,試合121,打席400,打数368,得点30,安打100,内安11,内安率11.0,２Ｂ16,３Ｂ2,本塁6,HR勝敗4-1-1,塁打138,打点31,三振61
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
16,0,7,8,1,2,0,100.0,6,2,7,.255,.314,.375,.689
