条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.185,30,27,5,0,1,0,0,0,0,2,1,0.179
1-0より,0.462,13,13,6,2,0,1,0,0,0,0,0,0.462
2-0より,0.0,3,2,0,0,0,0,0,0,0,1,0,0.0
3-0より,0.0,2,1,0,0,0,0,0,1,0,0,0,0.5
0-1より,0.348,24,23,8,1,0,0,0,0,1,0,0,0.375
1-1より,0.444,10,9,4,0,0,0,0,0,0,1,0,0.444
2-1より,0.333,15,15,5,0,0,1,0,0,0,0,0,0.333
3-1より,0.2,7,5,1,1,0,0,0,2,0,0,0,0.429
0-2より,0.214,14,14,3,0,0,0,3,0,0,0,0,0.214
1-2より,0.2,31,30,6,0,0,1,14,0,1,0,0,0.226
2-2より,0.265,34,34,9,2,0,0,8,0,0,0,0,0.265
3-2より,0.125,24,16,2,0,0,0,4,8,0,0,0,0.417
