条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.243,115,107,26,2,0,2,13,4,1,2,1
対左打者,0.28,92,82,23,4,1,1,16,7,1,2,0
