条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
無し,0.259,115,108,28,3,1,1,21,6,1,0,0,0.304
1塁,0.257,40,35,9,2,0,0,0,1,0,4,0,0.278
2塁,0.214,15,14,3,0,0,0,2,1,0,0,0,0.267
3塁,0.25,4,4,1,1,0,0,2,0,0,0,0,0.25
1・2塁,0.167,14,12,2,0,0,0,3,1,1,0,0,0.286
1・3塁,0.429,7,7,3,0,0,1,0,0,0,0,0,0.429
2・3塁,0.333,5,3,1,0,0,0,0,1,0,0,1,0.4
満塁,0.333,7,6,2,0,0,1,1,1,0,0,0,0.429
得点圏,0.261,52,46,12,1,0,2,8,4,1,0,1,0.327
