条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.400,13,10,4,0,0,0,0,0,0,1,2,0.333
1-0より,.333,6,6,2,1,0,1,0,0,0,0,0,0.333
2-0より,.000,3,3,0,0,0,0,0,0,0,0,0,0.0
3-0より,1.000,1,1,1,0,0,0,0,0,0,0,0,1.0
0-1より,.143,7,7,1,0,0,0,0,0,0,0,0,0.143
1-1より,.200,10,10,2,0,0,0,0,0,0,0,0,0.2
2-1より,1.000,5,5,5,2,0,0,0,0,0,0,0,1.0
3-1より,-,2,0,0,0,0,0,0,2,0,0,0,1.0
0-2より,.100,10,10,1,0,0,0,4,0,0,0,0,0.1
1-2より,.208,24,24,5,1,0,1,8,0,0,0,0,0.208
2-2より,.077,13,13,1,0,0,0,1,0,0,0,0,0.077
3-2より,.167,6,6,1,0,0,0,2,0,0,0,0,0.167
