打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,21,4,0.19,1,2,0,0,0,0.19
2打席目,19,3,0.158,1,2,1,0,1,0.19
3打席目,18,5,0.278,0,3,1,0,0,0.316
4打席目,12,5,0.417,0,0,0,1,0,0.417
5打席目以上,4,1,0.25,0,2,0,0,0,0.25
