左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
36.3% (29),36.3% (29),36.3% (29),17.5% (14),17.5% (14),17.5% (14),46.3% (37),46.3% (37),46.3% (37)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
19.0% (4),0.0% (0),43.9% (25),28.6% (6),0.0% (0),14.0% (8),52.4% (11),100.0% (2),42.1% (24)
