アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,3,17.6%,安打,7,77.8%
フライ,7,41.2%,四死球,2,22.2%
空三振,5,29.4%,失策出塁,0,0.0%
見三振,2,11.8%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
