球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
神宮,.266,58,234,218,26,58,11,1,6,89,23,39,14,0,1,0,1,3,3,2,.312,.408,0.72
東京ドーム,.267,5,18,15,2,4,2,0,0,6,1,3,3,0,0,0,0,1,0,0,.389,.400,0.789
甲子園,.238,7,24,21,2,5,2,0,1,10,4,4,3,0,0,0,0,0,0,0,.333,.476,0.81
横浜,.256,11,46,39,3,10,3,0,0,13,2,5,6,0,0,1,0,2,0,0,.356,.333,0.689
マツダスタジアム,.238,11,46,42,7,10,1,0,0,11,8,3,4,0,0,0,0,1,0,0,.304,.262,0.566
バンテリンドーム,.257,10,44,35,5,9,3,0,0,12,5,6,6,0,0,0,3,1,0,1,.341,.343,0.684
Ce その他,.125,2,9,8,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,.222,.125,0.347
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,.364,3,12,11,1,4,2,0,0,6,0,2,1,0,0,0,0,0,0,0,.417,.545,0.962
ZOZOマリン,.417,3,13,12,3,5,0,0,1,8,3,1,1,0,0,0,0,0,0,0,.462,.667,1.128
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.278,5,20,18,0,5,2,0,0,7,2,2,2,0,0,0,0,0,0,0,.350,.389,0.739
ベルーナドーム,.000,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
