打率.262,試合116,打席470,打数423,得点50,安打111,内安7,内安率6.3,２Ｂ26,３Ｂ1,本塁8,HR勝敗3-5-0,塁打163,打点48,三振66
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
41,0,1,1,4,8,3,72.7,3,0,10,.245,.326,.385,.712
