球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,782,43.4%,147.1,18,191,138,262,44.4%,5.5%,.297,192,57,6,21,21,0
スライダー,251,13.9%,130.5,14,51,34,103,39.4%,14.4%,.250,56,14,1,8,7,1
カットボール,162,9.0%,135.8,14,30,30,57,45.7%,18.7%,.250,36,9,0,5,4,0
チェンジアップ,154,8.6%,129.8,10,21,25,73,36.4%,16.7%,.212,33,7,0,9,3,0
フォーク,125,6.9%,135.5,17,13,16,53,36.8%,28.8%,.216,37,8,0,11,2,0
ツーシーム,107,5.9%,139.5,4,20,17,38,38.3%,8.2%,.233,30,7,0,3,1,0
カーブ,87,4.8%,118.7,2,29,6,40,42.5%,11.1%,.300,10,3,1,0,0,0
スプリット,47,2.6%,139.3,9,2,6,22,36.2%,39.1%,.154,13,2,0,5,1,0
ナックルカーブ,36,2.0%,125.7,3,8,6,16,47.2%,25.0%,.167,6,1,0,3,0,0
シュート,26,1.4%,144.8,0,7,2,14,34.6%,0.0%,.250,4,1,0,1,1,0
シンカー,11,0.6%,134.4,0,3,1,3,36.4%,0.0%,.500,4,2,0,0,0,0
スラーブ,5,0.3%,119.0,0,1,2,2,60.0%,0.0%,-,0,0,0,0,0,0
スクリュー,3,0.2%,135.7,0,0,0,1,0.0%,0.0%,.000,2,0,0,0,1,0
パーム,3,0.2%,115.5,0,2,0,1,66.7%,-%,-,0,0,0,0,0,0
縦スライダー,2,0.1%,127.0,0,1,1,0,100.0%,0.0%,-,0,0,0,0,0,0
