アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,94,30.0%,安打,111,70.7%
フライ,152,48.6%,四死球,42,26.8%
空三振,45,14.4%,失策出塁,4,2.5%
見三振,21,6.7%,野選,0,0.0%
犠打,1,0.3%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
