アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,12,40.0%,安打,14,87.5%
フライ,6,20.0%,四死球,1,6.3%
空三振,10,33.3%,失策出塁,1,6.3%
見三振,2,6.7%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
