HQS率-,SQS率-,被打率.184,被BABIP.306,被出塁率.251,被長打率.253,K/BB5.36,K/913.50,BB/92.52,HR/90.36,GO/AO0.48,援護率-,IPR5.56,NHB%41.2%
FIP,LOB%,RSAA,RSWIN,PR,KD,失点時回数,援護回,援護点,救援時回数,救援時失点,NHB,無失点,
1.22,86.3%,9.58,1.11,8.89,380,6.1,0,0,50.0,9,21,44,
