アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,129,34.3%,安打,144,79.6%
フライ,135,35.9%,四死球,31,17.1%
空三振,85,22.6%,失策出塁,6,3.3%
見三振,17,4.5%,野選,0,0.0%
犠打,10,2.7%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
