条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.158,62,57,9,0,1,0,22,4,0,1,0
対左打者,0.19,68,58,11,2,1,1,14,8,0,1,1
