球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,80,40.0%,147.3,4,21,13,22,47.5%,10.8%,.280,25,7,3,5,1,0
カットボール,43,21.5%,140.8,5,6,6,15,39.5%,22.7%,.286,14,4,0,3,2,0
チェンジアップ,33,16.5%,121.0,3,3,3,15,27.3%,20.0%,.167,12,2,0,3,0,0
スライダー,20,10.0%,125.4,3,2,3,10,40.0%,37.5%,.500,2,1,0,0,0,0
カーブ,10,5.0%,115.0,1,2,1,6,40.0%,50.0%,-,0,0,0,0,0,0
ナックルカーブ,9,4.5%,114.9,0,2,0,7,22.2%,-%,-,0,0,0,0,0,0
フォーク,4,2.0%,139.0,0,0,2,1,50.0%,0.0%,1.000,1,1,0,0,0,0
シュート,1,0.5%,139.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
