アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,13,34.2%,安打,15,78.9%
フライ,14,36.8%,四死球,3,15.8%
空三振,7,18.4%,失策出塁,1,5.3%
見三振,4,10.5%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
