条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.324,238,213,69,5,1,4,34,22,2,0,1
対左投手,0.239,105,88,21,3,0,0,22,13,0,2,2
