球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,73,58.4%,146.4,4,9,16,34,39.7%,13.3%,.333,12,4,1,2,2,1
スライダー,27,21.6%,132.6,0,9,7,8,59.3%,0.0%,.000,3,0,0,0,1,0
フォーク,14,11.2%,134.9,0,0,4,6,28.6%,0.0%,.000,3,0,0,0,1,0
カットボール,9,7.2%,138.7,2,1,1,3,44.4%,40.0%,.667,3,2,0,1,0,0
カーブ,2,1.6%,111.5,0,1,1,0,100.0%,0.0%,-,0,0,0,0,0,0
