アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,25,45.5%,安打,14,70.0%
フライ,14,25.5%,四死球,5,25.0%
空三振,13,23.6%,失策出塁,1,5.0%
見三振,3,5.5%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
