左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
32.7% (17),32.7% (17),32.7% (17),19.2% (10),19.2% (10),19.2% (10),48.1% (25),48.1% (25),48.1% (25)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
21.4% (3),- (0),36.8% (14),28.6% (4),- (0),15.8% (6),50.0% (7),- (0),47.4% (18)
