チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,0.333,10,10,9,0,3,0,0,0,3,0,4,1,0,0,0,0,0,0,0,0.4,0.333,0.733
ＤｅＮＡ,0.167,12,12,12,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0.167,0.167,0.333
広島,0.0,7,7,6,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0
ヤクルト,0.167,7,7,6,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0.286,0.167,0.452
中日,0.4,10,10,10,0,4,0,0,0,4,1,2,0,0,0,0,0,1,0,0,0.4,0.4,0.8
