条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.206,69,63,13,0,0,0,15,5,0,0,1
対左投手,0.167,6,6,1,0,0,0,1,0,0,0,0
