条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,.265,35,34,9,0,0,0,0,5,1,0,0,0,.286
1塁,.125,10,8,1,0,0,0,0,3,2,0,0,0,.300
2塁,.200,11,10,2,0,0,0,0,3,1,0,0,0,.273
3塁,-,0,0,0,0,0,0,0,0,0,0,0,0,-
1・2塁,.091,11,11,1,0,0,0,0,3,0,0,0,0,.091
1・3塁,1.000,1,1,1,0,0,0,1,0,0,0,0,0,1.000
2・3塁,.000,4,3,0,0,0,0,1,1,0,0,0,1,.000
満塁,.000,3,2,0,0,0,0,2,1,1,0,0,0,.333
得点圏,.148,30,27,4,0,0,0,4,8,2,0,0,1,.200
