先制,同点,勝ち越し,勝ち越しサヨナラ,逆転,逆転サヨナラ,追撃,追い上げ,殊勲 本塁打,殊勲 割合,サヨナラ
4,3,0,0,0,0,4,4,7,46.7%,0
