球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
バンテリンドーム,.000,10,18,15,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,.000,.000,0.0
東京ドーム,.500,1,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,.500,.500,1.0
甲子園,.222,4,10,9,1,2,0,0,0,2,0,3,0,0,0,1,0,0,0,0,.222,.222,0.444
横浜,.000,3,6,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,.000,.000,0.0
マツダスタジアム,.000,4,12,8,1,0,0,0,0,0,0,4,1,0,0,3,0,0,0,0,.111,.000,0.111
神宮,.500,2,5,4,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,.500,.500,1.0
Ce その他,.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ベルーナドーム,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
