条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.36,26,25,9,0,0,2,9,1,0,0,0
対左打者,0.382,38,34,13,1,0,3,4,4,0,0,0
