アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,45,28.3%,安打,52,72.2%
フライ,77,48.4%,四死球,16,22.2%
空三振,26,16.4%,失策出塁,4,5.6%
見三振,10,6.3%,野選,0,0.0%
犠打,1,0.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
