打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,53,9,0.17,2,10,3,0,0,0.214
2打席目,50,15,0.3,1,9,5,0,1,0.357
3打席目,49,13,0.265,1,4,5,1,0,0.333
4打席目,42,10,0.238,0,10,2,0,0,0.273
5打席目以上,4,3,0.75,0,0,0,0,1,0.6
