条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.286,62,56,16,4,0,1,13,4,1,0,1
対左打者,0.263,43,38,10,1,1,0,3,4,1,0,0
