アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,30,44.1%,安打,26,70.3%
フライ,22,32.4%,四死球,10,27.0%
空三振,14,20.6%,失策出塁,1,2.7%
見三振,2,2.9%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
