アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,35,28.9%,安打,40,67.8%
フライ,43,35.5%,四死球,15,25.4%
空三振,37,30.6%,失策出塁,4,6.8%
見三振,4,3.3%,野選,0,0.0%
犠打,2,1.7%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
