条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.526,23,19,10,0,0,3,0,1,0,3,0,0.55
1-0より,.308,14,13,4,0,1,0,0,0,1,0,0,0.357
2-0より,.143,7,7,1,0,0,0,0,0,0,0,0,0.143
3-0より,-,1,0,0,0,0,0,0,1,0,0,0,1.0
0-1より,.389,18,18,7,0,1,0,0,0,0,0,0,0.389
1-1より,.333,19,18,6,1,0,0,0,0,1,0,0,0.368
2-1より,.500,13,12,6,0,0,1,0,0,0,1,0,0.5
3-1より,.500,5,2,1,1,0,0,0,2,0,0,1,0.6
0-2より,.000,7,7,0,0,0,0,1,0,0,0,0,0.0
1-2より,.219,33,32,7,1,0,0,15,0,0,1,0,0.219
2-2より,.241,30,29,7,1,0,0,8,0,1,0,0,0.267
3-2より,.353,28,17,6,2,0,1,4,11,0,0,0,0.607
