球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
甲子園,0.82,3,2,1,1,0,0,0,0,0,0,0,11.0,16,0,6,3,1,1,1,1.73,0.34,2.00,99.00
東京ドーム,5.79,2,2,0,1,1,0,0,0,0,0,0,9.1,11,1,7,3,0,6,6,1.5,0.297,2.70,-
横浜,3.38,1,1,0,0,0,0,0,0,0,0,0,5.1,3,0,2,3,1,2,2,1.13,0.188,3.00,-
マツダスタジアム,4.15,1,1,0,0,1,0,0,0,0,0,0,4.1,8,0,1,3,0,2,2,2.54,0.471,0.00,-
神宮,6.75,2,0,2,0,0,0,0,0,0,0,0,4.0,4,1,4,1,0,3,3,1.25,0.286,-,1.33
バンテリンドーム,5.40,2,1,1,0,0,0,0,0,0,0,0,6.2,5,1,6,2,1,4,4,1.05,0.208,6.00,99.00
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,9.00,1,1,0,0,1,0,0,0,0,0,0,4.0,8,2,2,0,0,4,4,2.0,0.421,3.60,-
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
