条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.324,115,102,33,3,1,4,16,9,1,2,1
対左打者,0.306,83,72,22,3,1,1,12,6,2,3,0
