アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,32,32.3%,安打,27,71.1%
フライ,44,44.4%,四死球,11,28.9%
空三振,16,16.2%,失策出塁,0,0.0%
見三振,3,3.0%,野選,0,0.0%
犠打,4,4.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
