チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
巨人,0.0,4,0,4,1,0,0,0,1,1,1,0,4.1,2,0,3,0,1,0,0,0.46,0.133,-,99.0
阪神,9.0,6,0,6,0,0,0,0,0,0,0,0,6.0,9,1,4,2,0,7,6,1.83,0.333,-,0.86
ＤｅＮＡ,0.0,4,0,4,0,0,0,0,0,0,0,0,8.0,5,0,5,3,1,0,0,1.0,0.179,-,99.0
ヤクルト,0.82,6,0,6,1,0,0,0,1,1,1,0,11.0,8,0,4,3,1,1,1,1.0,0.211,-,11.0
中日,0.0,4,0,4,0,0,0,0,0,0,0,0,4.0,3,0,3,0,0,0,0,0.75,0.214,-,99.0
