防御率1.89,試合24,先発0,救援24,連投(試)1,連投(日)1,勝利2,敗戦0,HLD0,Ｓ0,ＨＰ2,ＳＰ2,救勝2,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
1.000,33.1,137,495,14.8,27,1,19,8,1,3,0,1,8,7,1.05,-
