アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,81,31.4%,安打,92,83.6%
フライ,102,39.5%,四死球,16,14.5%
空三振,55,21.3%,失策出塁,2,1.8%
見三振,16,6.2%,野選,0,0.0%
犠打,4,1.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
