条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.219,174,160,35,6,0,6,54,12,0,1,1
対左打者,0.213,187,178,38,12,0,4,40,9,0,0,0
