球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,641,44.8%,145.3,34,202,93,224,51.3%,15.8%,0.181,138,25,4,52,8,0
スライダー,377,26.4%,127.9,46,69,56,133,45.4%,26.3%,0.234,94,22,3,21,2,0
シンカー,300,21.0%,128.5,52,30,55,101,45.7%,30.8%,0.244,82,20,2,20,8,0
ツーシーム,55,3.8%,142.8,2,11,14,20,49.1%,8.3%,0.375,8,3,1,0,0,0
カーブ,47,3.3%,108.5,4,9,3,19,34.0%,21.1%,0.231,13,3,0,1,0,0
カットボール,10,0.7%,135.6,0,3,1,3,40.0%,0.0%,0.0,3,0,0,0,0,0
