条件,1回,2回,3回,4回,5回,6回,7回,8回,9回,10回,11回,12回,合計
勝利,1,0,3,1,0,0,1,0,0,0,0,0,6
敗戦,0,5,0,5,1,0,1,0,0,0,0,0,12
勝敗無,2,2,1,3,3,4,0,0,0,0,0,0,15
