球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,420,26.2%,138.4,10,107,72,137,45.0%,5.7%,.289,97,28,2,6,4,0
チェンジアップ,332,20.7%,117.1,40,64,45,105,44.9%,24.5%,.250,92,23,3,14,4,0
カットボール,287,17.9%,129.9,10,70,50,72,45.3%,6.9%,.228,92,21,3,8,3,0
スライダー,216,13.4%,118.0,12,69,25,70,49.1%,15.6%,.225,40,9,1,2,2,0
フォーク,176,11.0%,128.3,24,11,27,81,35.2%,28.6%,.180,50,9,0,18,2,1
ツーシーム,156,9.7%,134.6,5,21,30,49,35.9%,5.8%,.294,51,15,2,2,2,0
カーブ,19,1.2%,91.3,1,4,1,13,31.6%,50.0%,-,0,0,0,0,0,0
