アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,125,39.1%,安打,105,80.8%
フライ,137,42.8%,四死球,19,14.6%
空三振,40,12.5%,失策出塁,6,4.6%
見三振,11,3.4%,野選,0,0.0%
犠打,7,2.2%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
