アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,134,44.2%,安打,127,90.7%
フライ,96,31.7%,四死球,10,7.1%
空三振,57,18.8%,失策出塁,3,2.1%
見三振,6,2.0%,野選,0,0.0%
犠打,10,3.3%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
