条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.367,96,90,33,6,0,4,0,0,0,6,0,0.367
1-0より,.517,31,29,15,1,0,0,0,0,0,2,0,0.517
2-0より,1.000,2,1,1,0,0,0,0,0,0,0,1,0.5
3-0より,-,3,0,0,0,0,0,0,3,0,0,0,1.0
0-1より,.200,65,60,12,1,2,0,0,0,2,1,2,0.219
1-1より,.375,49,48,18,1,1,1,0,0,0,1,0,0.375
2-1より,.400,16,15,6,0,1,0,0,0,0,1,0,0.4
3-1より,.400,8,5,2,1,0,0,0,3,0,0,0,0.625
0-2より,.204,54,54,11,3,1,0,25,0,0,0,0,0.204
1-2より,.254,59,59,15,2,0,0,20,0,0,0,0,0.254
2-2より,.250,33,32,8,1,0,0,9,0,0,0,1,0.242
3-2より,.240,27,25,6,1,1,0,9,1,1,0,0,0.296
