月名,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
3・4月,.230,21,63,61,3,14,2,1,0,18,5,12,0,0,0,2,0,1,0,0,.230,.295,0.525
5月,.294,20,74,68,9,20,3,2,0,27,9,9,2,0,0,2,2,3,0,1,.306,.397,0.703
6月,.333,17,50,45,5,15,3,0,0,18,3,7,2,0,0,3,0,0,0,2,.362,.400,0.762
7月,.302,18,56,53,7,16,3,0,0,19,6,3,0,0,2,1,0,5,1,0,.327,.358,0.686
8月,.385,24,98,96,11,37,3,3,3,55,18,15,1,0,0,0,1,3,2,2,.388,.573,0.961
9月,.250,23,99,92,8,23,3,0,2,32,8,17,2,0,1,3,1,0,0,1,.271,.348,0.619
10月,.667,2,3,3,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,.667,.667,1.333
11月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
