左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
27.5% (97),27.5% (97),27.5% (97),22.4% (79),22.4% (79),22.4% (79),50.1% (177),50.1% (177),50.1% (177)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
23.0% (28),0.0% (0),30.5% (69),30.3% (37),0.0% (0),18.6% (42),46.7% (57),100.0% (5),50.9% (115)
