条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.200,11,10,2,0,0,0,0,0,0,1,0,0.2
1-0より,.500,5,4,2,0,0,0,0,0,0,1,0,0.5
2-0より,.000,3,2,0,0,0,0,0,0,1,0,0,0.333
3-0より,-,3,0,0,0,0,0,0,3,0,0,0,1.0
0-1より,.636,12,11,7,2,0,0,0,0,0,0,1,0.583
1-1より,.167,7,6,1,0,0,0,0,0,0,1,0,0.167
2-1より,.571,8,7,4,1,0,0,0,1,0,0,0,0.625
3-1より,.667,6,3,2,1,0,0,0,3,0,0,0,0.833
0-2より,.067,15,15,1,0,0,0,7,0,0,0,0,0.067
1-2より,.450,20,20,9,0,0,0,6,0,0,0,0,0.45
2-2より,.143,24,21,3,1,0,0,6,0,2,0,1,0.208
3-2より,.333,18,12,4,3,0,0,6,5,0,0,1,0.5
