球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,203,38.1%,149.7,19,30,44,80,45.8%,20.4%,.333,33,11,0,6,6,0
カットボール,158,29.6%,141.5,20,30,34,46,53.2%,24.4%,.273,33,9,0,7,4,1
スライダー,115,21.6%,131.9,11,25,12,42,41.7%,22.9%,.344,32,11,0,8,0,2
スプリット,36,6.8%,137.4,5,1,5,17,30.6%,27.8%,.333,12,4,0,4,0,0
ツーシーム,19,3.6%,146.2,0,4,3,11,36.8%,0.0%,.000,1,0,0,0,0,0
ナックルカーブ,2,0.4%,132.0,0,1,1,0,100.0%,0.0%,-,0,0,0,0,0,0
