種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,5.09,4,4,0,0,1,0,0,0,0,0,0,17.2,23,0,17,7,2,10,10,1.7,0.319,4.24,-
Visitor,3.86,4,2,2,1,2,0,0,1,1,1,1,11.2,12,0,8,5,1,6,5,1.46,0.308,0.9,3.67
