条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.25,69,56,14,3,0,0,9,6,3,2,2
対左打者,0.382,63,55,21,5,0,0,16,6,0,1,1
