防御率4.60,試合8,先発6,救援2,連投(試)0,連投(日)0,勝利1,敗戦3,HLD0,Ｓ0,ＨＰ1,ＳＰ1,救勝1,救敗1,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.250,29.1,132,533,18.2,35,0,25,12,2,3,1,0,16,15,1.60,0.0%
