アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,24,29.3%,安打,35,70.0%
フライ,30,36.6%,四死球,15,30.0%
空三振,21,25.6%,失策出塁,0,0.0%
見三振,4,4.9%,野選,0,0.0%
犠打,3,3.7%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
