防御率4.62,試合19,先発19,救援0,連投(試)0,連投(日)0,勝利4,敗戦7,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.364,103.1,454,1698,16.4,110,11,56,37,0,5,4,0,55,53,1.42,42.1%
