左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
45.7% (102),45.7% (102),45.7% (102),22.0% (49),22.0% (49),22.0% (49),32.3% (72),32.3% (72),32.3% (72)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
37.3% (22),100.0% (7),46.5% (73),33.9% (20),0.0% (0),18.5% (29),28.8% (17),0.0% (0),35.0% (55)
