打率.228,試合112,打席328,打数289,得点26,安打66,内安5,内安率7.6,２Ｂ8,３Ｂ0,本塁7,HR勝敗5-2-0,塁打95,打点21,三振62
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
32,0,0,7,0,1,1,50.0,5,4,9,.227,.305,.329,.634
