条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.215,246,214,46,5,0,5,54,26,0,6,0
対左投手,0.267,82,75,20,3,0,2,8,6,0,1,0
